Text,Category_Conclusion/Future Work,Category_Data/Dataset,Category_Discussion/Analysis,Category_Experiments/Experimentation,Category_Introduction/Background,Category_Methods/Methodology,Category_Results/Findings,Category_Tools/Technologies,Category_Uncategorized
"RBMs are
trained layer by layer and each RBM was trained individually
ﬁve times.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"5 times k fold cross-validation was used and the
training data was divided into 5 groups.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"With this model, they
got an accuracy of 98.57% on the CK+ dataset while 98.75%
on the MMI database.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"For the FER, Yadan Lv et al.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[117] had proposed an
approach via DL.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Unconventional training of component
detectors was done with DBN and was adjusted by logistic
regression.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"After that, the parsed component features, includ-
ing eyes, mouth are concentrated for expression recognition.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The main contributions of their work are, they were the ﬁrst
90512
VOLUME 8, 2020
K. Patel et al.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
": Facial Sentiment Analysis Using AI Techniques: State-of-the-Art, Taxonomies, and Challenges
FIGURE 11.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
A typical RNN architecture.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"to use only facial components to recognize emotion, treated
every single feature of parsed component equal and parse the
face via DBN so that the images need not to be pre-processed
before extracting features.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"In simple words, their approach at
ﬁrst detected the face, and then the nose, eyes, and mouth are
used for expression recognition.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Emotion classiﬁcation was
done by a stacked autoencoder classiﬁer.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"5) RECURRENT NEURAL NETWORK (RNN)
They are an exciting twist to basic neural networks.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RNNs
can take a series of inputs with no initial limit on it.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"They
remember the past and make decisions based on past learning.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RNNs remember the prior inputs while generating outputs.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RNNs take at least one input vectors that produce output
vectors impacted by hidden state vectors dependent on earlier
sources of input and output, as shown in FIGURE 11.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"They
provide a smart method for managing the sequential data that
gives co-relations between data points, which are close in the
sequence [165].",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"The information captured by the RNN relies
upon the structure and training algorithm it implements.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"[166] in his work used RNN by assuming the eucledian metric
which Arecords the distance between two frame sequences.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"They used RNN with one hidden layer consisting of 150 uni-
directional Long-Short Term Memory fully interconnected
cells.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
They give 1500 frame vectors to the input layer.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"They trained the RNN with Adam Optimizer with learning
rate = 0.0001.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Zhang et al.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[36] proposed a PHRNN (Part-based Hier-
archical bidirectional Recurrent Neural Network) to classify
the different facial emotions.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Their model extracts facial
features using PHRNN, which extracts the temporal fea-
tures and used a multi-signal CNN (MSCNN) to extract
facial emotion features from the still frames.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Their model,
Spatial-Temporal Network, mainly consists of PHRNN and
MSCNN.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Their model has the following stages of interest-
PHRNN, MSCNN, and Model Fusion.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"They tested their
model on Oulu-CASIA, MMI and CK+.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Their model per-
forms well on Oulu-CASIA, MMI and CK+ and diminishes
the error rates from the early trial.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"They also compared differ-
ent models- CNN, MSCNN, PHRNN-MSCNN (without sort-
ing item), and PHRNN-MSCNN (with sorting item) with the
assessed accuracy of 93.4, 95.7, 96.7, and 98.5 respectively.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"The results of their model were better than most of the other
strategies.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"FIGURE 12 shows the comparative analysis of the accu-
racies of various state-of-the-art approaches on different
datasets.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
VI.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"OPEN ISSUES AND RESEARCH CHALLENGES
FER has been an active research area in recent years.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"There
are various works that have shown tremendous results and
classiﬁed the emotions accurately.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Yet there are various chal-
lenges and issues which are faced during facial sentiment
analysis.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"In this section, we will discuss about various issues
and challenges faced by FER.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"We analyzed various survey
papers and understood the issues.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"A. OCCLUSION AND OCCLUDED DATA COLLECTION
It is the major obstacle that comes in the way of automatic
facial expression.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Most of the current works are on the
JAFFE, CK+ datasets without occlusion, and also with artiﬁ-
cially occluded faces.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"There is a lack of datasets that include
natural facial occlusion.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"So, there should be a creation of
databases that has occlusion, which is a time-consuming and
difﬁcult task to do.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Datasets should be prepared by deciding
what or where the face should be occluded.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Certain crucial
parts of the image should not have an occluded region.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The
effective training and testing of the occluded dataset still
remain a big challenge [4].",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"It is still a challenging task to collect spontaneous expres-
sions under occlusion.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The everyday human emotions such
as happiness, surprise, and sadness can be easily evoked, but
emotions such as curiosity, attentiveness are still difﬁcult to
evoke, particularly under occlusion.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Therefore several strate-
gies should be considered which induce emotions that are
precise and contextual dependent [26].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"These strategies might
bring challenges in implementation on selection and limit the
types of occluded data collected.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"After the collection of the occluded dataset, it’s effective
training, and testing remains a big issue.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The occluded region,
the level of occlusion, the type of occlusion, the compo-
nents, materials that are present in the occluded region pose
a challenge for the FER System.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"One way to counter this
challenge is to use raw pixels of the occluded region, but
enough information on the speciﬁc features of the image may
not be recorded.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Reliably determining the special parameters
such as type, materials, components, location is a critical
component of FER.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
There are many ways to detect occlusion in an image.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Still, the most current feature extraction techniques extract
features from the face directly without passing through a
pre-processing layer of occlusion detection.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Huang et al.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[167] in his work, showed that the accuracy is improved if
we include a pre-processing layer for occlusion detection.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"B. DATASETS IN FER
The other challenge in FER is the lack of proper training
dataset in terms of both quality and quantity.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The dataset
VOLUME 8, 2020
90513
K. Patel et al.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
": Facial Sentiment Analysis Using AI Techniques: State-of-the-Art, Taxonomies, and Challenges
FIGURE 12.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Accuracy of proposed models on different datasets vs year.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"should include images of people of all age groups as different
age groups exhibit emotions differently.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"There are datasets
that have images of a particular age group, but no dataset
has a mixture of all the age groups [7].",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"This dataset, if devel-
oped, would assist in developing research on cross-age, cross-
culture, and cross-gender.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"C. FER ON 3D DATA
The current research mainly focuses on 2D FER data, which
faces challenges to illumination factors and pose variations
[168].",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"3D face shape models are naturally robust to pose vari-
ations and illumination factors.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[169] in his work, proposed
CNN without facial landmark detection, which estimates
expression coefﬁcients from image intensities.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Recently,
many works have been proposed which combines both 2D
and 3D data to improve the accuracy.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"D. DIFFERENT MODALITIES IN FER
Facial Expression is only modality that can be used to recog-
nize human behavior.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The combination of other patterns like
infrared images, capturing the information of 3D models, and
physiological data is trending research area due to large com-
plementary expressions.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Reference [170] employed various
multi-modal affect recognition techniques.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"E. FER ON INFRARED DATA
At present, the gray-scale and RGB colors are at the trend
in the deep FER, but are more vulnerable to light effects.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"However, the infrared images records the emotions produced
by skin distribution which are not subtle to the illumination
variations.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"In 2017, Wu et al.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[171] given a 3D CNN archi-
tecture to fuse spatial and temporal features in FER images.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"F. VISUALIZATION TECHNIQUES
Adding visualization techniques [172] over the CNN model
results in a quantitative analysis of how it contributes to the
visualization-based rule of FER and also ﬁgures out which
part of the face has more discerning information.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Its results
indicate the activations of ﬁlters with strong correlation to the
face mark regions which correspond to a particular Action
Unit.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"In 2016, Mousavi et al.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[173] used the concept of
visualization techniques and proposed a new visualization
technique LIPNet.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"G. OTHER ISSUES
Various other issues have risen based on the prototypi-
cal expression categories, namely real versus fake emotion
recognition challenge and complementary emotion recogni-
tion problem.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Also, the apps for real-time FER is still a chal-
lenging task [174].",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Many DL techniques have been applied
regarding the above problems.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
VII.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"CONCLUSION
This paper presents a detailed systematic survey to analyze
current state-of-the-art approaches for facial emotion recog-
nition in static images and various parameters that inﬂu-
ence the results of these approaches.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"We have developed a
taxonomy based on different methods used for face detec-
tion, feature extraction, and emotion classiﬁcation.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Various
facial expression databases used as input for the FER are
discussed.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"We have reviewed previous works on this ﬁeld
and concluded that much of the work had been done in this
ﬁeld.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"We have compared various detection, extraction, and
classiﬁcation approaches and concluded that which approach
is more prominent in achieving better performance in avail-
able computation power.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"By discussing current issues and
research challenges in the future, we concluded that there is
still much research needed in this ﬁeld, such as FER in 3D
face shape models, recognizing emotion in images under
occlusion, etc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Real-time FER is still a challenging task.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"In the
future, we would like to survey the FER problem in videos
using more advanced DL techniques.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"90514
VOLUME 8, 2020
K. Patel et al.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
": Facial Sentiment Analysis Using AI Techniques: State-of-the-Art, Taxonomies, and Challenges
REFERENCES
[1] A. Kumari, S. Tanwar, S. Tyagi, and N. Kumar, ‘‘Fog computing for
healthcare 4.0 environment: Opportunities and challenges,’’ Comput.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Electr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Eng., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"72, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"1–13, Nov. 2018.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[2] J. Hathaliya, P. Sharma, S. Tanwar, and R. Gupta, ‘‘Blockchain-based
remote patient monitoring in healthcare 4.0,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IEEE 9th Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Adv.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(IACC), Dec. 2019, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
87–91.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[3] J. Vora, P. DevMurari, S. Tanwar, S. Tyagi, N. Kumar, and M. S. Obaidat,
‘‘Blind signatures based secured E-Healthcare system,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Comput., Inf.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Telecommun.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Syst.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(CITS), Jul.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2018, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1–5.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[4] L. Zhang, B. Verma, D. Tjondronegoro, and V. Chandran, ‘‘Facial expres-
sion analysis under partial occlusion: A survey,’’ ACM Comput.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Surv.,
vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"51, Apr.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[5] D. Matsumoto, ‘‘More evidence for the universality of a contempt expres-
sion,’’ Motivat.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Emotion, vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"16, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"4, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"363–368, Dec. 1992.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[6] T. Amano, ‘‘Coded facial expression,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SIGGRAPH ASIA Emerg.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Technol., New York, NY, USA, 2016, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1–2.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[7] S. Li and W. Deng, ‘‘Deep facial expression recognition: A survey,’’ 2018,
arXiv:1804.08348.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[Online].,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Available: http://arxiv.org/abs/1804.08348
[8] T. M. Abhishree, J. Latha, K. Manikantan, and S. Ramachandran, ‘‘Face
recognition using Gabor ﬁlter based feature extraction with anisotropic
diffusion as a pre-processing technique,’’ Procedia Comput.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Sci., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"45,
pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"312–321, Jan. 2015.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[9] R. Gupta, S. Tanwar, S. Tyagi, and N. Kumar, ‘‘Tactile Internet and its
applications in 5G era: A comprehensive review,’’ Int.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
J. Commun.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Syst.,
vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"32, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"14, Sep. 2019, Art.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
no.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
e3981.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[10] R. Gupta, S. Tanwar, S. Tyagi, N. Kumar, M. S. Obaidat, and B. Sadoun,
‘‘HaBiTs: Blockchain-based telesurgery framework for healthcare 4.0,’’
in Proc.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Comput., Inf.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Telecommun.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Syst.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(CITS), Aug. 2019,
pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1–5.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[11] J. Vora, A. Nayyar, S. Tanwar, S. Tyagi, N. Kumar, M. S. Obaidat,
and J. J. P. C. Rodrigues, ‘‘BHEEM: A blockchain-based framework for
securing electronic health records,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"IEEE Globecom Workshops
(GC Wkshps), Dec. 2018, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1–6.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[12] J. J. Hathaliya, S. Tanwar, S. Tyagi, and N. Kumar, ‘‘Securing electronics
healthcare records in healthcare 4.0 : A biometric-based approach,’’
Comput.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Electr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Eng., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"76, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"398–410, Jun.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2019.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[13] S. Tanwar, K. Parekh, and R. Evans, ‘‘Blockchain-based electronic health-
care record system for healthcare 4.0 applications,’’ J. Inf.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Secur.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Appl.,
vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"50, Feb. 2020, Art.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
no.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
102407.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[14] R. Gupta, S. Tanwar, F. Al-Turjman, P. Italiya, A. Nauman, and
S. W. Kim, ‘‘Smart contract privacy protection using AI in cyber-
physical systems: Tools, techniques and challenges,’’ IEEE Access, vol.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"8,
pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"24746–24772, 2020.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[15] G. Hemalatha and C. P. Sumathi, C. P, ‘‘A study of techniques for facial
detection and expression classiﬁcation,’’ Int.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
J. Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sci.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Eng.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Surv.,
vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"5, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"27–37, Apr.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[16] D. Deodhare, Facial Expressions to Emotions: A Study of Computational
Paradigms for Facial Emotion Recognition, New Delhi, India: Springer,
2015, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
173–198.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[17] U. Asad, N. Kashyap, and S. N. Singh, ‘‘Recent advancements in facial
expression recognition systems: A survey,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Comput.,
Commun.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Autom.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(ICCCA), May 2017, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1203–1208.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[18] A. Baskar and T. G. Kumar, ‘‘Facial expression classiﬁcation using
machine learning approach: A review,’’ in Data Engineering and Intel-
ligent Computing.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Singapore: Springer, 2018, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
337–345.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[19] K. Chengeta and S. Viriri, ‘‘Facial expression recognition: A survey on
local binary and local directional patterns,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Collective Intell.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Cham, Switzerland: Springer, 2018, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
513–522.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[20] G. Rajeswari and P. IthayaRani, ‘‘Literature survey on facial expression
recognition techniques,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3rd Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Commun.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Electron.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Syst.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(ICCES), Oct. 2018, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
137–142.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[21] B. Martinez, M. F. Valstar, B. Jiang, and M. Pantic, ‘‘Automatic analysis
of facial actions: A survey,’’ IEEE Trans.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Affect.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Comput., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"10, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"3,
pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"325–347, Jul.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2019.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[22] S. Bhattacharya and M. Gupta, ‘‘A survey on: Facial emotion recognition
invariant to pose, illumination and age,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2nd Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Adv.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Commun.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Paradigms (ICACCP), Feb. 2019, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
